School,SRC School ID,ULCS Code,Report,Rpt Type Long,Street Address,City,State,Zip Code,Phone Number,Fax Number,Governance,Turnaround Model,Enrollment,Website,Grades Served,Admissions Type,Peer Group,2018-19 Learning Network,2019-20 Learning Network,Notes,Overall Score,Overall Pts Earn,Overall Pts Poss,Overall Tier,Overall Peer Rank,Overall City Rank,Ach Score,Ach Pts Earn,Ach Pts Poss,Ach Tier,Ach Peer Rank,Ach City Rank,Prog Score,Prog Pts Earn,Prog Pts Poss,Prog Tier,Prog Peer Rank,Prog City Rank,Clim Score,Clim Pts Earn,Clim Pts Poss,Clim Tier,Clim Peer Rank,Clim City Rank,CC Score,CC Pts Earn,CC Pts Poss,CC Tier,CC Peer Rank,CC City Rank,Keystone Alg1 Prof/Adv Score,Keystone Alg1 Prof/Adv Denom,Keystone Alg1 Prof/Adv Pts Earn,Keystone Alg1 Prof/Adv Pts Poss,Keystone Alg1 Prof/Adv Pct Earn,Keystone Alg1 Prof/Adv Tier,Keystone GR9 Alg1 Prof/Adv Score,Keystone GR9 Alg1 Prof/Adv Denom,Keystone Alg1 Adv Score,Keystone Alg1 Adv Denom,Keystone Alg1 Adv Pts Earn,Keystone Alg1 Adv Pts Poss,Keystone Alg1 Adv Pct Earn,Keystone Alg1 Adv Tier,Keystone Bio Prof/Adv Score,Keystone Bio Prof/Adv Denom,Keystone Bio Prof/Adv Pts Earn,Keystone Bio Prof/Adv Pts Poss,Keystone Bio Prof/Adv Pct Earn,Keystone Bio Prof/Adv Tier,Keystone Bio Adv Score,Keystone Bio Adv Denom,Keystone Bio Adv Pts Earn,Keystone Bio Adv Pts Poss,Keystone Bio Adv Pct Earn,Keystone Bio Adv Tier,Keystone Lit Prof/Adv Score,Keystone Lit Prof/Adv Denom,Keystone Lit Prof/Adv Pts Earn,Keystone Lit Prof/Adv Pts Poss,Keystone Lit Prof/Adv Pct Earn,Keystone Lit Prof/Adv Tier,Keystone Lit Adv Score,Keystone Lit Adv Denom,Keystone Lit Adv Pts Earn,Keystone Lit Adv Pts Poss,Keystone Lit Adv Pct Earn,Keystone Lit Adv Tier,ACCESS Prof Score,ACCESS Prof Denom,ACCESS Prof Pts Earn,ACCESS Prof Pts Poss,ACCESS Prof Pct Earn,ACCESS Prof Tier,Keystone Alg1 AGI Score,Keystone Alg1 AGI Pts Earn,Keystone Alg1 AGI Pts Poss,Keystone Alg1 AGI Pct Earn,Keystone Alg1 AGI Tier,Keystone Bio AGI Score,Keystone Bio AGI Pts Earn,Keystone Bio AGI Pts Poss,Keystone Bio AGI Pct Earn,Keystone Bio AGI Tier,Keystone Lit AGI Score,Keystone Lit AGI Pts Earn,Keystone Lit AGI Pts Poss,Keystone Lit AGI Pct Earn,Keystone Lit AGI Tier,Stay On Track Score,Stay On Track Denom,Stay On Track Pts Earn,Stay On Track Pts Poss,Stay On Track Pct Earn,Stay On Track Tier,Back On Track Score,Back On Track Denom,Back On Track Pts Earn,Back On Track Pts Poss,Back On Track Pct Earn,Back On Track Tier,ACCESS Growth Score,ACCESS Growth Denom,ACCESS Growth Pts Earn,ACCESS Growth Pts Poss,ACCESS Growth Pct Earn,ACCESS Growth Tier,Keystone Alg1 AGI (L33P) Score,Keystone Alg1 AGI (L33P) Pts Earn,Keystone Alg1 AGI (L33P) Pts Poss,Keystone Alg1 AGI (L33P) Pct Earn,Keystone Alg1 AGI (L33P) Tier,Keystone Bio AGI (L33P) Score,Keystone Bio AGI (L33P) Pts Earn,Keystone Bio AGI (L33P) Pts Poss,Keystone Bio AGI (L33P) Pct Earn,Keystone Bio AGI (L33P) Tier,Keystone Lit AGI (L33P) Score,Keystone Lit AGI (L33P) Pts Earn,Keystone Lit AGI (L33P) Pts Poss,Keystone Lit AGI (L33P) Pct Earn,Keystone Lit AGI (L33P) Tier,Attendance (95%+) Score,Attendance (95%+) Denom,Attendance (95%+) Pts Earn,Attendance (95%+) Pts Poss,Attendance (95%+) Pct Earn,Attendance (95%+) Tier,Attendance (90%-95%) Score,Attendance (90%-95%) Denom,Attendance (85%-90%) Score,Attendance (85%-90%) Denom,Attendance (80%-85%) Score,Attendance (80%-85%) Denom,Attendance (<80%) Score,Attendance (<80%) Denom,Retention Score,Retention Denom,Retention Pts Earn,Retention Pts Poss,Retention Pct Earn,Retention Tier,ISS Score,ISS Denom,ISS Pts Earn,ISS Pts Poss,ISS Pct Earn,ISS Tier,OSS Score,OSS Denom,OSS Pts Earn,OSS Pts Poss,OSS Pct Earn,OSS Tier,Student Survey Climate Score,Student Survey Climate Pts Earn,Student Survey Climate Pts Poss,Student Survey Climate Pct Earn,Student Survey Climate Tier,Parent Survey Climate Score,Parent Survey Climate Pts Earn,Parent Survey Climate Pts Poss,Parent Survey Climate Pct Earn,Parent Survey Climate Tier,Parent Survey Participation Score,Parent Survey Participation Pts Earn,Parent Survey Participation Pts Poss,Parent Survey Participation Pct Earn,Parent Survey Participation Tier,Grad Score,Grad Denom,Grad Pts Earn,Grad Pts Poss,Grad Pct Earn,Grad Tier,FF Matric Score,FF Matric Denom,FF Matric Pts Earn,FF Matric Pts Poss,FF Matric Pct Earn,FF Matric Tier,AP/IB/NOCTI/Dual Score,AP/IB/NOCTI/Dual Denom,AP/IB/NOCTI/Dual Pts Earn,AP/IB/NOCTI/Dual Pts Poss,AP/IB/NOCTI/Dual Pct Earn,AP/IB/NOCTI/Dual Tier,AP/IB/NOCTI/Dual (Participants) Score,AP/IB/NOCTI/Dual (Participants) Denom,AP/IB/NOCTI/Dual (Non-Participants) Score,AP/IB/NOCTI/Dual (Non-Participants) Denom,ACT/SAT Score,ACT/SAT Denom,ACT/SAT Pts Earn,ACT/SAT Pts Poss,ACT/SAT Pct Earn,ACT/SAT Tier,ACT/SAT (Participants) Score,ACT/SAT (Participants) Denom,ACT/SAT (Non-Participants) Score,ACT/SAT (Non-Participants) Denom,FAFSA Score,FAFSA Denom,FAFSA Pts Earn,FAFSA Pts Poss,FAFSA Pct Earn,FAFSA Tier,Student Survey College & Career Score,Student Survey College & Career Pts Earn,Student Survey College & Career Pts Poss,Student Survey College & Career Pct Earn,Student Survey College & Career Tier,Teach Effect MMS Dist Score,Teach Effect MMS Prof Score,Teacher Attendance Score,Student Survey Teaching Score
New Foundations Charter School,W34,3334,HS,High School,8001 Torresdale Ave.,Philadelphia,PA,19136,215-624-8100,215-624-0600,Charter,N/A,766,www.nfcsonline.org,'9-12',Citywide With Criteria,HS-6,Charters,Charters,,33,32.29,96.50,WATCH,10th out of 10,47th out of 85,13,3.63,28.50,INTERVENE,10th out of 10,26th out of 72,28,10.53,38.00,WATCH,10th out of 10,59th out of 85,65,13.05,20.00,REINFORCE,9th out of 10,34th out of 85,51,5.08,10.00,REINFORCE,9th out of 10,25th out of 82,18,386,0.00,8.00,0,INTERVENE,29,175,3,386,0.19,1.50,12,INTERVENE,28,351,0.85,8.00,11,INTERVENE,7,351,0.44,1.50,30,WATCH,41,272,2.08,8.00,26,WATCH,1,272,0.07,1.50,4,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-0.15,1.84,6.50,28,WATCH,-2.77,0.00,6.50,0,INTERVENE,-2.61,0.00,6.50,0,INTERVENE,89,501,5.07,8.00,63,REINFORCE,60,58,2.44,6.00,41,WATCH,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,1.36,1.18,1.50,79,MODEL,-1.21,0.00,1.50,0,INTERVENE,-1.74,0.00,1.50,0,INTERVENE,51,792,4.96,8.00,62,REINFORCE,31,792,10,792,3,792,5,792,99,713,6.00,6.00,100,MODEL,100,792,0.50,0.50,100,MODEL,89,792,1.59,2.50,63,REINFORCE,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,89,185,2.55,4.50,57,REINFORCE,60,169,0.96,1.50,64,REINFORCE,19,174,0.22,1.00,22,INTERVENE,14,174,67,174,28,174,0.44,1.00,44,WATCH,50,174,22,174,70,174,0.90,1.00,90,MODEL,0,0.00,1.00,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
People for People Charter School,W35,3335,HS,High School,800 N. Broad St.,Philadelphia,PA,19130,215-763-7060,215-763-6210,Charter,N/A,85,www.pfpcs.org,'9-12',Citywide,HS-3,Charters,Charters,,25,19.54,79.50,WATCH,19th out of 24,60th out of 85,0,0.00,28.50,INTERVENE,21st out of 21,72nd out of 72,28,8.49,30.00,WATCH,19th out of 24,57th out of 85,55,11.05,20.00,REINFORCE,16th out of 24,51st out of 85,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Not Applicable,Not Applicable,8,62,0.00,8.00,0,INTERVENE,Insufficient Sample,Insufficient Sample,0,62,0.00,1.50,0,INTERVENE,4,55,0.00,8.00,0,INTERVENE,0,55,0.00,1.50,0,INTERVENE,13,48,0.00,8.00,0,INTERVENE,0,48,0.00,1.50,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-1.79,0.00,6.50,0,INTERVENE,-0.83,0.37,6.50,6,INTERVENE,-1.05,0.00,6.50,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,93,43,6.00,6.00,100,MODEL,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,0.13,0.57,1.50,38,WATCH,1.56,1.28,1.50,85,MODEL,-0.44,0.28,1.50,19,INTERVENE,37,86,2.75,8.00,34,WATCH,37,86,13,86,5,86,8,86,93,81,6.00,6.00,100,MODEL,100,86,0.50,0.50,100,MODEL,78,86,0.66,2.50,26,WATCH,0,0.00,1.00,0,INTERVENE,87,0.87,1.00,87,MODEL,21,0.27,1.00,27,WATCH,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,0,0.00,1.00,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Philadelphia Performing Arts: A String Theory Charter School,W36,3336,HS,High School,2600 S. Broad St.,Philadelphia,PA,19145,215-551-4000,215-551-1113,Charter,N/A,633,www.stringtheoryschools.org,'9-12',Citywide With Criteria,HS-6,Charters,Charters,,69,66.53,96.50,REINFORCE,5th out of 10,7th out of 85,40,11.26,28.50,WATCH,8th out of 10,12th out of 72,91,34.73,38.00,MODEL,2nd out of 10,6th out of 85,73,14.50,20.00,REINFORCE,8th out of 10,21st out of 85,60,6.04,10.00,REINFORCE,8th out of 10,20th out of 82,36,137,1.58,8.00,20,INTERVENE,36,136,15,137,0.88,1.50,58,REINFORCE,52,126,3.24,8.00,40,WATCH,18,126,1.10,1.50,73,REINFORCE,61,157,4.05,8.00,51,REINFORCE,7,157,0.42,1.50,28,WATCH,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,4.61,6.50,6.50,100,MODEL,3.00,6.50,6.50,100,MODEL,2.44,6.50,6.50,100,MODEL,96,425,6.93,8.00,87,MODEL,87,38,5.62,6.00,94,MODEL,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,0.99,1.00,1.50,66,REINFORCE,1.50,1.25,1.50,83,MODEL,-0.13,0.44,1.50,29,WATCH,40,656,3.21,8.00,40,WATCH,37,656,13,656,5,656,5,656,100,616,6.00,6.00,100,MODEL,100,656,0.50,0.50,100,MODEL,100,656,2.46,2.50,98,MODEL,53,0.53,1.00,53,REINFORCE,80,0.80,1.00,80,MODEL,52,1.00,1.00,100,MODEL,94,160,3.38,4.50,75,MODEL,68,159,1.17,1.50,78,MODEL,19,158,0.22,1.00,22,INTERVENE,8,158,73,158,13,158,0.08,1.00,8,INTERVENE,57,158,30,158,74,158,0.98,1.00,98,MODEL,21,0.21,1.00,21,INTERVENE,Data Not Available,Data Not Available,Data Not Available,48
KIPP DuBois Charter School,W53,3353,HS,High School,5070 Parkside Ave.,Philadelphia,PA,19131,215-307-3465,215-307-3271,Charter,N/A,525,kippphiladelphia.org/our-schools/kipp-dubois-collegiate-academy,'9-12',Citywide With Criteria,HS-3,Charters,Charters,,39,37.37,96.50,WATCH,10th out of 24,37th out of 85,5,1.45,28.50,INTERVENE,9th out of 21,42nd out of 72,53,20.09,38.00,REINFORCE,11th out of 24,32nd out of 85,62,12.37,20.00,REINFORCE,12th out of 24,38th out of 85,35,3.45,10.00,WATCH,12th out of 23,44th out of 82,14,201,0.00,8.00,0,INTERVENE,11,122,2,201,0.15,1.50,10,INTERVENE,5,164,0.00,8.00,0,INTERVENE,0,164,0.00,1.50,0,INTERVENE,32,117,1.25,8.00,16,INTERVENE,1,117,0.05,1.50,3,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,0.40,3.03,6.50,47,WATCH,-5.44,0.00,6.50,0,INTERVENE,0.92,4.16,6.50,64,REINFORCE,92,329,5.89,8.00,74,REINFORCE,82,33,5.02,6.00,84,MODEL,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,0.33,0.67,1.50,44,WATCH,1.04,1.02,1.50,68,REINFORCE,-0.40,0.30,1.50,20,INTERVENE,39,577,3.07,8.00,38,WATCH,26,577,16,577,7,577,12,577,96,464,6.00,6.00,100,MODEL,100,577,0.50,0.50,100,MODEL,84,577,1.19,2.50,47,WATCH,41,0.41,1.00,41,WATCH,77,0.77,1.00,77,MODEL,28,0.44,1.00,44,WATCH,81,124,1.16,4.50,26,WATCH,64,107,1.05,1.50,70,REINFORCE,3,113,0.00,1.00,0,INTERVENE,73,113,24,113,1,113,0.00,1.00,0,INTERVENE,87,113,12,113,89,113,1.00,1.00,100,MODEL,24,0.24,1.00,24,INTERVENE,Data Not Available,Data Not Available,Data Not Available,30
Philadelphia Electrical and Technology Charter School,W58,3358,HS,High School,1420-22 Chestnut St.,Philadelphia,PA,19102,267-514-1823,267-514-1834,Charter,N/A,606,www.petchs.org,'9-12',Citywide,HS-3,Charters,Charters,,47,46.36,98.00,WATCH,7th out of 24,27th out of 85,9,2.70,30.00,INTERVENE,5th out of 21,30th out of 72,82,31.08,38.00,MODEL,4th out of 24,10th out of 85,50,9.93,20.00,REINFORCE,18th out of 24,58th out of 85,26,2.65,10.00,WATCH,17th out of 23,52nd out of 82,13,228,0.00,8.00,0,INTERVENE,Insufficient Sample,Insufficient Sample,0,228,0.03,1.50,2,INTERVENE,11,230,0.00,8.00,0,INTERVENE,0,230,0.03,1.50,2,INTERVENE,33,215,1.26,8.00,16,INTERVENE,0,215,0.00,1.50,0,INTERVENE,14,28,1.39,1.50,93,MODEL,4.90,6.50,6.50,100,MODEL,3.64,6.50,6.50,100,MODEL,8.70,6.50,6.50,100,MODEL,78,149,2.09,8.00,26,WATCH,82,233,4.99,6.00,83,MODEL,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,5.12,1.50,1.50,100,MODEL,4.10,1.50,1.50,100,MODEL,3.38,1.50,1.50,100,MODEL,28,722,1.21,8.00,15,INTERVENE,22,722,15,722,10,722,26,722,91,524,6.00,6.00,100,MODEL,100,722,0.50,0.50,100,MODEL,90,722,1.70,2.50,68,REINFORCE,52,0.52,1.00,52,REINFORCE,0,0.00,1.00,0,INTERVENE,1,0.00,1.00,0,INTERVENE,86,159,1.90,4.50,42,WATCH,32,146,0.18,1.50,12,INTERVENE,8,145,0.00,1.00,0,INTERVENE,8,145,85,145,0,145,0.00,1.00,0,INTERVENE,70,145,30,145,42,145,0.34,1.00,34,WATCH,24,0.24,1.00,24,INTERVENE,Data Not Available,Data Not Available,Data Not Available,44
Mastery Charter School at Lenfest,W61,3361,HS,High School,35 S. 4th St.,Philadelphia,PA,19106,215-922-1902,215-922-1903,Charter,N/A,376,www.masterycharter.org/lenfest,'9-12',Citywide With Criteria,HS-3,Charters,Charters,,36,34.87,96.50,WATCH,11th out of 24,39th out of 85,5,1.42,28.50,INTERVENE,10th out of 21,43rd out of 72,58,21.98,38.00,REINFORCE,9th out of 24,29th out of 85,49,9.85,20.00,WATCH,20th out of 24,60th out of 85,16,1.63,10.00,INTERVENE,22nd out of 23,61st out of 82,14,91,0.00,8.00,0,INTERVENE,Insufficient Sample,Insufficient Sample,0,91,0.00,1.50,0,INTERVENE,18,84,0.00,8.00,0,INTERVENE,0,84,0.00,1.50,0,INTERVENE,34,120,1.42,8.00,18,INTERVENE,0,120,0.00,1.50,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-0.16,1.82,6.50,28,WATCH,2.11,6.50,6.50,100,MODEL,0.67,3.62,6.50,56,REINFORCE,79,225,2.31,8.00,29,WATCH,79,34,4.73,6.00,79,MODEL,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2.20,1.50,1.50,100,MODEL,2.92,1.50,1.50,100,MODEL,-1.63,0.00,1.50,0,INTERVENE,40,405,3.12,8.00,39,WATCH,28,405,16,405,6,405,11,405,94,340,6.00,6.00,100,MODEL,99,405,0.43,0.50,85,MODEL,74,405,0.30,2.50,12,INTERVENE,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,68,85,0.00,4.50,0,INTERVENE,55,65,0.83,1.50,55,REINFORCE,16,83,0.14,1.00,14,INTERVENE,24,83,60,83,4,83,0.00,1.00,0,INTERVENE,60,83,36,83,58,83,0.66,1.00,66,REINFORCE,0,0.00,1.00,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
First Philadelphia Preparatory Charter School,W64,3364,HS,High School,4300 Tacony St.,Philadelphia,PA,19124,215-743-3100,215-743-9877,Charter,N/A,397,www.ap-schools.org/First-Phila-Prep,'9-12',Citywide With Criteria,HS-3,Charters,Charters,,18,17.33,96.50,INTERVENE,23rd out of 24,72nd out of 85,3,0.98,28.50,INTERVENE,11th out of 21,46th out of 72,5,1.80,38.00,INTERVENE,24th out of 24,85th out of 85,55,11.01,20.00,REINFORCE,17th out of 24,52nd out of 85,35,3.55,10.00,WATCH,11th out of 23,42nd out of 82,18,119,0.00,8.00,0,INTERVENE,18,119,5,119,0.30,1.50,20,INTERVENE,13,104,0.00,8.00,0,INTERVENE,1,104,0.06,1.50,4,INTERVENE,26,107,0.62,8.00,8,INTERVENE,0,107,0.00,1.50,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-3.03,0.00,6.50,0,INTERVENE,-0.99,0.02,6.50,0,INTERVENE,-1.48,0.00,6.50,0,INTERVENE,37,227,0.00,8.00,0,INTERVENE,27,83,0.00,6.00,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,-1.88,0.00,1.50,0,INTERVENE,2.00,1.50,1.50,100,MODEL,-0.44,0.28,1.50,19,INTERVENE,32,412,1.85,8.00,23,INTERVENE,28,412,18,412,12,412,11,412,96,373,6.00,6.00,100,MODEL,93,412,0.16,0.50,32,WATCH,89,412,1.55,2.50,62,REINFORCE,45,0.45,1.00,45,WATCH,71,0.71,1.00,71,REINFORCE,21,0.28,1.00,28,WATCH,89,70,2.44,4.50,54,REINFORCE,44,64,0.51,1.50,34,WATCH,1,68,0.00,1.00,0,INTERVENE,13,68,85,68,4,68,0.00,1.00,0,INTERVENE,71,68,25,68,47,68,0.44,1.00,44,WATCH,15,0.15,1.00,15,INTERVENE,Data Not Available,Data Not Available,Data Not Available,40
Maritime Academy Charter School (MACHS),W66,3366,HS,High School,2275 Bridge St.,Philadelphia,PA,19137,215-535-4555,215-535-4398,Charter,N/A,252,www.maritimecharter.org,'9-12',Citywide,HS-5,Charters,Charters,,41,37.41,90.50,WATCH,10th out of 14,33rd out of 85,7,1.92,28.50,INTERVENE,12th out of 14,37th out of 72,50,16.10,32.00,REINFORCE,7th out of 14,35th out of 85,72,14.33,20.00,REINFORCE,8th out of 14,27th out of 85,51,5.06,10.00,REINFORCE,12th out of 14,27th out of 82,9,103,0.00,8.00,0,INTERVENE,0,27,0,103,0.00,1.50,0,INTERVENE,17,86,0.00,8.00,0,INTERVENE,1,86,0.07,1.50,5,INTERVENE,39,83,1.86,8.00,23,INTERVENE,0,83,0.00,1.50,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-4.38,0.00,6.50,0,INTERVENE,-0.90,0.22,6.50,3,INTERVENE,3.02,6.50,6.50,100,MODEL,97,149,7.10,8.00,89,MODEL,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,-0.61,0.20,1.50,13,INTERVENE,0.17,0.59,1.50,39,WATCH,2.84,1.50,1.50,100,MODEL,41,267,3.39,8.00,42,WATCH,33,267,17,267,3,267,6,267,96,231,6.00,6.00,100,MODEL,100,267,0.50,0.50,100,MODEL,99,267,2.44,2.50,98,MODEL,53,0.53,1.00,53,REINFORCE,78,0.78,1.00,78,MODEL,38,0.69,1.00,69,REINFORCE,88,68,2.38,4.50,53,REINFORCE,46,61,0.57,1.50,38,WATCH,37,59,0.68,1.00,68,REINFORCE,3,59,59,59,20,59,0.26,1.00,26,WATCH,56,59,24,59,73,59,0.96,1.00,96,MODEL,21,0.21,1.00,21,INTERVENE,Data Not Available,Data Not Available,Data Not Available,44
Belmont Charter School,W68,3368,HS,High School,4030 Brown St.,Philadelphia,PA,19104,215-823-8208,215-823-8209,Charter,N/A,145,www.belmontcharternetwork.org/bcs,'9-10',Neighborhood,HS-2,Charters,Charters,,58,47.53,81.50,REINFORCE,1st out of 10,13th out of 85,9,2.69,28.50,INTERVENE,1st out of 7,28th out of 72,93,29.68,32.00,MODEL,1st out of 10,2nd out of 85,74,14.73,20.00,REINFORCE,1st out of 10,19th out of 85,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Not Applicable,Not Applicable,12,125,0.00,8.00,0,INTERVENE,15,68,2,125,0.10,1.50,6,INTERVENE,18,71,0.00,8.00,0,INTERVENE,0,71,0.00,1.50,0,INTERVENE,45,84,2.52,8.00,32,WATCH,1,84,0.07,1.50,5,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,1.60,5.63,6.50,87,MODEL,3.69,6.50,6.50,100,MODEL,5.49,6.50,6.50,100,MODEL,95,110,6.55,8.00,82,MODEL,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2.07,1.50,1.50,100,MODEL,2.94,1.50,1.50,100,MODEL,3.12,1.50,1.50,100,MODEL,52,168,5.18,8.00,65,REINFORCE,24,168,10,168,7,168,7,168,97,126,6.00,6.00,100,MODEL,96,168,0.32,0.50,64,REINFORCE,86,168,1.31,2.50,52,REINFORCE,53,0.53,1.00,53,REINFORCE,89,0.89,1.00,89,MODEL,30,0.49,1.00,49,WATCH,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,43,0.43,1.00,43,WATCH,Data Not Available,Data Not Available,Data Not Available,45
Mastery Charter School at Shoemaker,W83,3383,HS,High School,5301 Media St.,Philadelphia,PA,19131,267-296-7111,267-296-7112,Charter,N/A,514,www.masterycharter.org/shoemaker,'9-12',Citywide With Criteria,HS-3,Charters,Charters,,49,47.46,96.50,WATCH,5th out of 24,25th out of 85,12,3.50,28.50,INTERVENE,4th out of 21,27th out of 72,71,27.16,38.00,REINFORCE,6th out of 24,15th out of 85,59,11.79,20.00,REINFORCE,14th out of 24,42nd out of 85,50,5.01,10.00,REINFORCE,6th out of 23,28th out of 82,18,163,0.00,8.00,0,INTERVENE,81,27,6,163,0.33,1.50,22,INTERVENE,32,132,1.18,8.00,15,INTERVENE,5,132,0.32,1.50,21,INTERVENE,35,151,1.51,8.00,19,INTERVENE,3,151,0.16,1.50,11,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,0.61,3.49,6.50,54,REINFORCE,2.46,6.50,6.50,100,MODEL,0.28,2.77,6.50,43,WATCH,96,311,6.80,8.00,85,MODEL,79,52,4.66,6.00,78,MODEL,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,1.64,1.32,1.50,88,MODEL,2.22,1.50,1.50,100,MODEL,-0.77,0.12,1.50,8,INTERVENE,52,530,5.13,8.00,64,REINFORCE,24,530,10,530,5,530,9,530,96,475,6.00,6.00,100,MODEL,99,530,0.47,0.50,94,MODEL,72,530,0.19,2.50,8,INTERVENE,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,0,0.00,1.00,0,INTERVENE,88,121,2.42,4.50,54,REINFORCE,52,113,0.74,1.50,49,WATCH,44,111,0.85,1.00,85,MODEL,3,111,53,111,4,111,0.00,1.00,0,INTERVENE,80,111,16,111,80,111,1.00,1.00,100,MODEL,0,0.00,1.00,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
