School,SRC School ID,ULCS Code,Report,Rpt Type Long,Street Address,City,State,Zip Code,Phone Number,Fax Number,Governance,Turnaround Model,Enrollment,Website,Grades Served,Admissions Type,Peer Group,2017-18 Learning Network,2018-19 Learning Network,Overall Score,Overall Pts Earn,Overall Pts Poss,Overall Tier,Overall Peer Rank,Overall City Rank,Ach Score,Ach Pts Earn,Ach Pts Poss,Ach Tier,Ach Peer Rank,Ach City Rank,Prog Score,Prog Pts Earn,Prog Pts Poss,Prog Tier,Prog Peer Rank,Prog City Rank,Clim Score,Clim Pts Earn,Clim Pts Poss,Clim Tier,Clim Peer Rank,Clim City Rank,CC Score,CC Pts Earn,CC Pts Poss,CC Tier,CC Peer Rank,CC City Rank,Keystone Alg1 Prof/Adv Score,Keystone Alg1 Prof/Adv Denom,Keystone Alg1 Prof/Adv Pts Earn,Keystone Alg1 Prof/Adv Pts Poss,Keystone Alg1 Prof/Adv Pct Earn,Keystone Alg1 Prof/Adv Tier,Keystone GR9 Alg1 Prof/Adv Score,Keystone GR9 Alg1 Prof/Adv Denom,Keystone Alg1 Adv Score,Keystone Alg1 Adv Denom,Keystone Alg1 Adv Pts Earn,Keystone Alg1 Adv Pts Poss,Keystone Alg1 Adv Pct Earn,Keystone Alg1 Adv Tier,Keystone Bio Prof/Adv Score,Keystone Bio Prof/Adv Denom,Keystone Bio Prof/Adv Pts Earn,Keystone Bio Prof/Adv Pts Poss,Keystone Bio Prof/Adv Pct Earn,Keystone Bio Prof/Adv Tier,Keystone Bio Adv Score,Keystone Bio Adv Denom,Keystone Bio Adv Pts Earn,Keystone Bio Adv Pts Poss,Keystone Bio Adv Pct Earn,Keystone Bio Adv Tier,Keystone Lit Prof/Adv Score,Keystone Lit Prof/Adv Denom,Keystone Lit Prof/Adv Pts Earn,Keystone Lit Prof/Adv Pts Poss,Keystone Lit Prof/Adv Pct Earn,Keystone Lit Prof/Adv Tier,Keystone Lit Adv Score,Keystone Lit Adv Denom,Keystone Lit Adv Pts Earn,Keystone Lit Adv Pts Poss,Keystone Lit Adv Pct Earn,Keystone Lit Adv Tier,ACCESS Prof Score,ACCESS Prof Denom,ACCESS Prof Pts Earn,ACCESS Prof Pts Poss,ACCESS Prof Pct Earn,ACCESS Prof Tier,Keystone Alg1 AGI Score,Keystone Alg1 AGI Pts Earn,Keystone Alg1 AGI Pts Poss,Keystone Alg1 AGI Pct Earn,Keystone Alg1 AGI Tier,Keystone Bio AGI Score,Keystone Bio AGI Pts Earn,Keystone Bio AGI Pts Poss,Keystone Bio AGI Pct Earn,Keystone Bio AGI Tier,Keystone Lit AGI Score,Keystone Lit AGI Pts Earn,Keystone Lit AGI Pts Poss,Keystone Lit AGI Pct Earn,Keystone Lit AGI Tier,Stay On Track Score,Stay On Track Denom,Stay On Track Pts Earn,Stay On Track Pts Poss,Stay On Track Pct Earn,Stay On Track Tier,Back On Track Score,Back On Track Denom,Back On Track Pts Earn,Back On Track Pts Poss,Back On Track Pct Earn,Back On Track Tier,ACCESS Growth Score,ACCESS Growth Denom,ACCESS Growth Pts Earn,ACCESS Growth Pts Poss,ACCESS Growth Pct Earn,ACCESS Growth Tier,Keystone Alg1 AGI (L33P) Score,Keystone Alg1 AGI (L33P) Pts Earn,Keystone Alg1 AGI (L33P) Pts Poss,Keystone Alg1 AGI (L33P) Pct Earn,Keystone Alg1 AGI (L33P) Tier,Keystone Bio AGI (L33P) Score,Keystone Bio AGI (L33P) Pts Earn,Keystone Bio AGI (L33P) Pts Poss,Keystone Bio AGI (L33P) Pct Earn,Keystone Bio AGI (L33P) Tier,Keystone Lit AGI (L33P) Score,Keystone Lit AGI (L33P) Pts Earn,Keystone Lit AGI (L33P) Pts Poss,Keystone Lit AGI (L33P) Pct Earn,Keystone Lit AGI (L33P) Tier,Attendance (95%+) Score,Attendance (95%+) Denom,Attendance (95%+) Pts Earn,Attendance (95%+) Pts Poss,Attendance (95%+) Pct Earn,Attendance (95%+) Tier,Attendance (90%-95%) Score,Attendance (90%-95%) Denom,Attendance (85%-90%) Score,Attendance (85%-90%) Denom,Attendance (80%-85%) Score,Attendance (80%-85%) Denom,Attendance (<80%) Score,Attendance (<80%) Denom,Retention Score,Retention Denom,Retention Pts Earn,Retention Pts Poss,Retention Pct Earn,Retention Tier,ISS Score,ISS Denom,ISS Pts Earn,ISS Pts Poss,ISS Pct Earn,ISS Tier,OSS Score,OSS Denom,OSS Pts Earn,OSS Pts Poss,OSS Pct Earn,OSS Tier,Student Survey Climate Score,Student Survey Climate Pts Earn,Student Survey Climate Pts Poss,Student Survey Climate Pct Earn,Student Survey Climate Tier,Parent Survey Climate Score,Parent Survey Climate Pts Earn,Parent Survey Climate Pts Poss,Parent Survey Climate Pct Earn,Parent Survey Climate Tier,Parent Survey Participation Score,Parent Survey Participation Pts Earn,Parent Survey Participation Pts Poss,Parent Survey Participation Pct Earn,Parent Survey Participation Tier,Grad Score,Grad Denom,Grad Pts Earn,Grad Pts Poss,Grad Pct Earn,Grad Tier,FF Matric Score,FF Matric Denom,FF Matric Pts Earn,FF Matric Pts Poss,FF Matric Pct Earn,FF Matric Tier,AP/IB/NOCTI Score,AP/IB/NOCTI Denom,AP/IB/NOCTI Pts Earn,AP/IB/NOCTI Pts Poss,AP/IB/NOCTI Pct Earn,AP/IB/NOCTI Tier,AP/IB/NOCTI (Participants) Score,AP/IB/NOCTI (Participants) Denom,AP/IB/NOCTI (Non-Participants) Score,AP/IB/NOCTI (Non-Participants) Denom,ACT/SAT Score,ACT/SAT Denom,ACT/SAT Pts Earn,ACT/SAT Pts Poss,ACT/SAT Pct Earn,ACT/SAT Tier,ACT/SAT (Participants) Score,ACT/SAT (Participants) Denom,ACT/SAT (Non-Participants) Score,ACT/SAT (Non-Participants) Denom,FAFSA Score,FAFSA Denom,FAFSA Pts Earn,FAFSA Pts Poss,FAFSA Pct Earn,FAFSA Tier,Student Survey College & Career Score,Student Survey College & Career Pts Earn,Student Survey College & Career Pts Poss,Student Survey College & Career Pct Earn,Student Survey College & Career Tier,Teach Effect Distinguished Score,Teach Effect Instruction Score,Teacher Attendance Score,Student Survey Teaching Score
KIPP DuBois Charter School,W53,3353,HS,High School,5070 Parkside Ave.,Philadelphia,PA,19131,215-307-3465,215-307-3271,Charter,N/A,526,kippphiladelphia.org/our-schools/kipp-dubois-collegiate-academy,'9-12',Citywide With Criteria,HS-1,Charters,Charters,31,28.98,95,WATCH,4th out of 23,48th out of 83,5,1.45,28.5,INTERVENE,4th out of 19,46th out of 77,29,10.64,36.5,WATCH,5th out of 23,45th out of 83,64,12.88,20,REINFORCE,4th out of 23,37th out of 83,40,4.02,10,WATCH,2nd out of 22,41st out of 81,22,187,0.19,8,2,INTERVENE,19,123,5,187,0.29,1.5,19,INTERVENE,19,164,0,8,0,INTERVENE,2,164,0.11,1.5,7,INTERVENE,29,42,0.86,8,11,INTERVENE,0,42,0,1.5,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-0.6,0.87,6.5,13,INTERVENE,-3.13,0,6.5,0,INTERVENE,-0.96,0.09,6.5,1,INTERVENE,91,338,5.63,8,70,REINFORCE,70,37,3.63,6,61,REINFORCE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,-0.54,0.23,1.5,15,INTERVENE,-0.62,0.19,1.5,13,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,46,557,4.18,8,52,REINFORCE,29,557,10,557,5,557,9,557,88,515,6,6,100,MODEL,100,557,0.5,0.5,100,MODEL,78,557,0.63,2.5,25,WATCH,44,0.44,1,44,WATCH,81,0.81,1,81,MODEL,23,0.32,1,32,WATCH,84,120,1.65,4.5,37,WATCH,64,111,1.06,1.5,71,REINFORCE,5,108,0,1,0,INTERVENE,40,108,56,108,5,108,0,1,0,INTERVENE,79,108,17,108,81,108,1,1,100,MODEL,31,0.31,1,31,WATCH,Data Not Available,Data Not Available,Data Not Available,34
Philadelphia Electrical and Technology Charter School,W58,3358,HS,High School,1420 Chestnut St.,Philadelphia,PA,19102,267-514-1823,267-514-1834,Charter,N/A,614,www.petchs.org,'9-12',Citywide,HS-2,Charters,Charters,46,44,96.5,WATCH,4th out of 17,28th out of 83,5,1.46,28.5,INTERVENE,5th out of 17,45th out of 77,82,31.18,38,MODEL,3rd out of 17,12th out of 83,40,7.93,20,WATCH,12th out of 17,61st out of 83,34,3.43,10,WATCH,10th out of 16,48th out of 81,18,241,0,8,0,INTERVENE,Insufficient Sample,Insufficient Sample,2,241,0.12,1.5,8,INTERVENE,13,234,0,8,0,INTERVENE,1,234,0.08,1.5,5,INTERVENE,33,218,1.26,8,16,INTERVENE,0,218,0,1.5,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,3.88,6.5,6.5,100,MODEL,1.13,4.62,6.5,71,REINFORCE,7.31,6.5,6.5,100,MODEL,88,349,4.87,8,61,REINFORCE,75,52,4.2,6,70,REINFORCE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,3.79,1.5,1.5,100,MODEL,2.55,1.5,1.5,100,MODEL,5.38,1.5,1.5,100,MODEL,17,668,0,8,0,INTERVENE,27,668,23,668,12,668,21,668,86,602,6,6,100,MODEL,100,668,0.5,0.5,100,MODEL,87,668,1.43,2.5,57,REINFORCE,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,89,170,2.59,4.5,58,REINFORCE,37,159,0.33,1.5,22,INTERVENE,1,157,0,1,0,INTERVENE,9,157,90,157,1,157,0,1,0,INTERVENE,79,157,20,157,50,157,0.51,1,51,REINFORCE,0,0,1,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Mastery Charter School at Lenfest,W61,3361,HS,High School,35 S. 4th St.,Philadelphia,PA,19106,215-922-1902,215-922-1903,Charter,N/A,364,www.masterycharter.org/school/lenfest-campus,'9-12',Citywide With Criteria,HS-3,Charters,Charters,42,40.73,96.5,WATCH,8th out of 15,33rd out of 83,20,5.8,28.5,INTERVENE,2nd out of 15,20th out of 77,57,21.71,38,REINFORCE,6th out of 15,23rd out of 83,53,10.58,20,REINFORCE,12th out of 15,51st out of 83,26,2.64,10,WATCH,13th out of 15,56th out of 81,25,104,0.5,8,6,INTERVENE,30,27,3,104,0.17,1.5,12,INTERVENE,41,80,2.13,8,27,WATCH,10,80,0.6,1.5,40,WATCH,43,114,2.3,8,29,WATCH,2,114,0.11,1.5,7,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-2.04,0,6.5,0,INTERVENE,5.09,6.5,6.5,100,MODEL,4.57,6.5,6.5,100,MODEL,85,208,4.03,8,50,REINFORCE,54,50,1.68,6,28,WATCH,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,-1.66,0,1.5,0,INTERVENE,2.79,1.5,1.5,100,MODEL,2.03,1.5,1.5,100,MODEL,43,387,3.62,8,45,WATCH,27,387,12,387,6,387,13,387,86,360,6,6,100,MODEL,99,387,0.46,0.5,92,MODEL,76,387,0.5,2.5,20,INTERVENE,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,77,82,0.33,4.5,7,INTERVENE,67,66,1.14,1.5,76,MODEL,17,65,0.17,1,17,INTERVENE,35,65,48,65,9,65,0,1,0,INTERVENE,57,65,34,65,75,65,1,1,100,MODEL,0,0,1,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
First Philadelphia Preparatory Charter School,W64,3364,HS,High School,4300 Tacony St.,Philadelphia,PA,19124,215-743-3100,215-743-9877,Charter,N/A,336,www.ap-schools.org/First-Phila-Prep,'9-12',Citywide With Criteria,HS-1,Charters,Charters,23,18.94,82.5,INTERVENE,6th out of 23,59th out of 83,1,0.21,28.5,INTERVENE,8th out of 19,59th out of 77,12,2.81,24,INTERVENE,18th out of 23,76th out of 83,65,12.98,20,REINFORCE,3rd out of 23,35th out of 83,29,2.94,10,WATCH,4th out of 22,53rd out of 81,14,234,0,8,0,INTERVENE,22,115,2,234,0.1,1.5,7,INTERVENE,14,133,0,8,0,INTERVENE,1,133,0.05,1.5,3,INTERVENE,21,126,0.06,8,1,INTERVENE,0,126,0,1.5,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-0.94,0.13,6.5,2,INTERVENE,-0.48,1.13,6.5,17,INTERVENE,-1.46,0,6.5,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,-1.12,0,1.5,0,INTERVENE,2.11,1.5,1.5,100,MODEL,-0.89,0.06,1.5,4,INTERVENE,48,364,4.4,8,55,REINFORCE,26,364,14,364,7,364,6,364,89,331,6,6,100,MODEL,97,364,0.36,0.5,73,REINFORCE,82,364,0.99,2.5,40,WATCH,0,0,1,0,INTERVENE,84,0.84,1,84,MODEL,25,0.38,1,38,WATCH,82,56,1.29,4.5,29,WATCH,49,47,0.65,1.5,44,WATCH,0,50,0,1,0,INTERVENE,6,50,94,50,0,50,0,1,0,INTERVENE,88,50,12,50,78,50,1,1,100,MODEL,0,0,1,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Maritime Academy Charter School (MACHS),W66,3366,HS,High School,2275 Bridge St.,Philadelphia,PA,19137,215-535-4555,215-535-4398,Charter,N/A,254,www.maritimecharter.org,'9-12',Citywide,HS-6,Charters,Charters,37,33.49,90.5,WATCH,4th out of 10,36th out of 83,16,4.64,28.5,INTERVENE,5th out of 10,23rd out of 77,31,9.78,32,WATCH,7th out of 10,43rd out of 83,74,14.74,20,REINFORCE,2nd out of 10,24th out of 83,43,4.33,10,WATCH,5th out of 10,37th out of 81,18,88,0,8,0,INTERVENE,40,25,1,88,0.07,1.5,5,INTERVENE,35,86,1.49,8,19,INTERVENE,5,86,0.28,1.5,19,INTERVENE,48,104,2.81,8,35,WATCH,0,104,0,1.5,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-1.21,0,6.5,0,INTERVENE,-1.28,0,6.5,0,INTERVENE,-0.05,2.06,6.5,32,WATCH,95,148,6.56,8,82,MODEL,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,-0.44,0.28,1.5,19,INTERVENE,-1.48,0,1.5,0,INTERVENE,0.76,0.88,1.5,59,REINFORCE,57,270,5.93,8,74,REINFORCE,22,270,11,270,5,270,4,270,88,251,6,6,100,MODEL,100,270,0.5,0.5,100,MODEL,98,270,2.32,2.5,93,MODEL,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,3,0,1,0,INTERVENE,89,70,2.44,4.5,54,REINFORCE,54,63,0.79,1.5,53,REINFORCE,0,62,0,1,0,INTERVENE,32,62,68,62,15,62,0.11,1,11,INTERVENE,71,62,15,62,74,62,0.98,1,98,MODEL,0,0,1,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Mastery Charter School at Shoemaker,W83,3383,HS,High School,5301 Media St.,Philadelphia,PA,19131,267-296-7111,267-296-7112,Charter,N/A,507,www.masterycharter.org/schools/shoemaker-campus/about-shoemaker.html,'9-12',Citywide With Criteria,HS-3,Charters,Charters,35,33.58,96.5,WATCH,10th out of 15,41st out of 83,8,2.26,28.5,INTERVENE,8th out of 15,36th out of 77,38,14.3,38,WATCH,10th out of 15,40th out of 83,61,12.19,20,REINFORCE,9th out of 15,44th out of 83,48,4.83,10,WATCH,4th out of 15,26th out of 81,18,186,0,8,0,INTERVENE,81,31,7,186,0.42,1.5,28,WATCH,16,117,0,8,0,INTERVENE,7,117,0.41,1.5,27,WATCH,33,160,1.31,8,16,INTERVENE,2,160,0.11,1.5,8,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,0.76,3.81,6.5,59,REINFORCE,-1.8,0,6.5,0,INTERVENE,-0.64,0.78,6.5,12,INTERVENE,87,305,4.59,8,57,REINFORCE,69,49,3.53,6,59,REINFORCE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,0.88,0.94,1.5,63,REINFORCE,0.3,0.65,1.5,43,WATCH,-1.49,0,1.5,0,INTERVENE,50,529,4.79,8,60,REINFORCE,27,529,12,529,5,529,7,529,91,497,6,6,100,MODEL,100,529,0.5,0.5,100,MODEL,81,529,0.91,2.5,36,WATCH,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,89,123,2.6,4.5,58,REINFORCE,70,117,1.23,1.5,82,MODEL,2,118,0,1,0,INTERVENE,31,118,67,118,3,118,0,1,0,INTERVENE,85,118,13,118,84,118,1,1,100,MODEL,0,0,1,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Mastery Charter School at Thomas Campus,W85,3385,HS,High School,927 Johnston St.,Philadelphia,PA,19148,267-236-0036,267-236-0030,Charter,N/A,433,www.masterycharter.org/school/thomas-elementary,'9-12',Citywide With Criteria,HS-6,Charters,Charters,48,46.77,98,WATCH,3rd out of 10,23rd out of 83,31,9.22,30,WATCH,3rd out of 10,16th out of 77,63,24.13,38,REINFORCE,3rd out of 10,21st out of 83,51,10.17,20,REINFORCE,8th out of 10,54th out of 83,33,3.26,10,WATCH,8th out of 10,50th out of 81,26,87,0.64,8,8,INTERVENE,Insufficient Sample,Insufficient Sample,5,87,0.28,1.5,18,INTERVENE,52,106,3.19,8,40,WATCH,17,106,1.02,1.5,68,REINFORCE,46,158,2.56,8,32,WATCH,9,158,0.57,1.5,38,WATCH,11,35,0.96,1.5,64,REINFORCE,1.85,6.18,6.5,95,MODEL,5.89,6.5,6.5,100,MODEL,1.63,5.7,6.5,88,MODEL,78,268,2.03,8,25,WATCH,49,37,1.04,6,17,INTERVENE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,1.37,1.19,1.5,79,MODEL,2.51,1.5,1.5,100,MODEL,-1.44,0,1.5,0,INTERVENE,35,454,2.4,8,30,WATCH,26,454,14,454,10,454,16,454,88,426,6,6,100,MODEL,99,454,0.46,0.5,91,MODEL,86,454,1.31,2.5,52,REINFORCE,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,80,116,0.93,4.5,21,INTERVENE,69,93,1.2,1.5,80,MODEL,4,97,0,1,0,INTERVENE,34,97,62,97,15,97,0.14,1,14,INTERVENE,70,97,14,97,90,97,1,1,100,MODEL,0,0,1,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Boys Latin of Philadelphia Charter School,W88,3388,HS,High School,5501 Cedar Ave.,Philadelphia,PA,19143,215-387-5149,215-387-5159,Charter,N/A,457,www.boyslatin.org,'9-12',Citywide,HS-3,Charters,Charters,44,42.38,96.5,WATCH,7th out of 15,31st out of 83,6,1.67,28.5,INTERVENE,10th out of 15,42nd out of 77,54,20.53,38,REINFORCE,7th out of 15,25th out of 83,81,16.2,20,MODEL,2nd out of 15,17th out of 83,40,3.98,10,WATCH,9th out of 15,43rd out of 81,15,251,0,8,0,INTERVENE,17,108,0,251,0.02,1.5,2,INTERVENE,20,289,0.01,8,0,INTERVENE,2,289,0.12,1.5,8,INTERVENE,35,164,1.48,8,18,INTERVENE,1,164,0.04,1.5,2,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,0.5,3.25,6.5,50,REINFORCE,1.34,5.07,6.5,78,MODEL,-1.53,0,6.5,0,INTERVENE,89,289,5.05,8,63,REINFORCE,85,39,5.35,6,89,MODEL,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,0.47,0.74,1.5,49,WATCH,1.14,1.07,1.5,71,REINFORCE,-1.34,0,1.5,0,INTERVENE,58,462,6.08,8,76,MODEL,26,462,10,462,2,462,3,462,87,440,6,6,100,MODEL,100,462,0.5,0.5,100,MODEL,94,462,2.03,2.5,81,MODEL,53,0.53,1,53,REINFORCE,91,0.91,1,91,MODEL,16,0.16,1,16,INTERVENE,81,99,1.05,4.5,23,INTERVENE,77,87,1.42,1.5,95,MODEL,1,89,0,1,0,INTERVENE,12,89,87,89,13,89,0.09,1,9,INTERVENE,79,89,8,89,84,89,1,1,100,MODEL,43,0.43,1,43,WATCH,Data Not Available,Data Not Available,Data Not Available,45
Mastery Charter School at Pickett,W93,3393,HS,High School,5700 Wayne Ave.,Philadelphia,PA,19144,215-866-9000,215-866-9001,Charter,N/A,443,www.masterycharter.org/schools/pickett-campus,'9-12',Citywide With Criteria,HS-1,Charters,Charters,36,34.87,96.5,WATCH,2nd out of 23,37th out of 83,8,2.22,28.5,INTERVENE,1st out of 19,37th out of 77,56,21.4,38,REINFORCE,1st out of 23,24th out of 83,40,8.02,20,WATCH,8th out of 23,60th out of 83,32,3.22,10,WATCH,3rd out of 22,51st out of 81,12,165,0,8,0,INTERVENE,Insufficient Sample,Insufficient Sample,1,165,0.07,1.5,5,INTERVENE,25,102,0.45,8,6,INTERVENE,1,102,0.06,1.5,4,INTERVENE,36,149,1.56,8,19,INTERVENE,1,149,0.08,1.5,5,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,-1.4,0,6.5,0,INTERVENE,2.07,6.5,6.5,100,MODEL,2.38,6.5,6.5,100,MODEL,83,250,3.41,8,43,WATCH,69,48,3.45,6,58,REINFORCE,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,-1.01,0,1.5,0,INTERVENE,0.67,0.84,1.5,56,REINFORCE,0.41,0.71,1.5,47,WATCH,31,491,1.79,8,22,INTERVENE,30,491,18,491,10,491,12,491,84,439,5.57,6,93,MODEL,99,491,0.46,0.5,92,MODEL,73,491,0.21,2.5,8,INTERVENE,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,82,107,1.3,4.5,29,WATCH,57,95,0.87,1.5,58,REINFORCE,0,92,0,1,0,INTERVENE,34,92,66,92,12,92,0.05,1,5,INTERVENE,72,92,16,92,76,92,1,1,100,MODEL,0,0,1,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Eastern University Academy Charter School,W97,3397,HS,High School,3300 Henry Ave.,Philadelphia,PA,19129,215-769-3131,215-769-3112,Charter,N/A,215,www.euacademycs.org,'9-12',Citywide,HS-3,Charters,Charters,47,42.33,90.5,WATCH,6th out of 15,25th out of 83,7,2.02,28.5,INTERVENE,9th out of 15,41st out of 77,81,25.85,32,MODEL,5th out of 15,13th out of 83,60,12.05,20,REINFORCE,10th out of 15,45th out of 83,24,2.41,10,INTERVENE,14th out of 15,57th out of 81,8,98,0,8,0,INTERVENE,Insufficient Sample,Insufficient Sample,0,98,0,1.5,0,INTERVENE,16,98,0,8,0,INTERVENE,0,98,0,1.5,0,INTERVENE,40,91,1.96,8,24,INTERVENE,1,91,0.07,1.5,4,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,1.55,5.53,6.5,85,MODEL,1.13,4.62,6.5,71,REINFORCE,3.73,6.5,6.5,100,MODEL,88,130,4.72,8,59,REINFORCE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2.47,1.5,1.5,100,MODEL,1.98,1.49,1.5,99,MODEL,2.17,1.5,1.5,100,MODEL,61,231,6.64,8,83,MODEL,28,231,5,231,3,231,3,231,80,205,2.71,6,45,WATCH,100,231,0.5,0.5,100,MODEL,97,231,2.21,2.5,88,MODEL,0,0,1,0,INTERVENE,0,0,1,0,INTERVENE,1,0,1,0,INTERVENE,75,65,0.07,4.5,2,INTERVENE,74,54,1.34,1.5,89,MODEL,0,55,0,1,0,INTERVENE,0,55,100,55,4,55,0,1,0,INTERVENE,84,55,13,55,96,55,1,1,100,MODEL,0,0,1,0,INTERVENE,Data Not Available,Data Not Available,Data Not Available,0
Sankofa Freedom Academy Charter School,W99,3399,HS,High School,2501 Kensington Ave.,Philadelphia,PA,19125,215-288-2001,215-288-2099,Charter,N/A,180,www.sfacs.us,'9-12',Citywide With Criteria,HS-2,Charters,Charters,45,40.89,90.5,WATCH,5th out of 17,29th out of 83,5,1.46,28.5,INTERVENE,4th out of 17,44th out of 77,72,23.18,32,REINFORCE,5th out of 17,16th out of 83,59,11.73,20,REINFORCE,7th out of 17,47th out of 83,45,4.52,10,WATCH,6th out of 16,33rd out of 81,16,73,0,8,0,INTERVENE,Insufficient Sample,Insufficient Sample,1,73,0.08,1.5,5,INTERVENE,9,78,0,8,0,INTERVENE,0,78,0,1.5,0,INTERVENE,34,68,1.38,8,17,INTERVENE,0,68,0,1.5,0,INTERVENE,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,1.59,5.61,6.5,86,MODEL,-0.83,0.37,6.5,6,INTERVENE,3.71,6.5,6.5,100,MODEL,94,113,6.35,8,79,MODEL,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Insufficient Sample,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,1.7,1.35,1.5,90,MODEL,2.15,1.5,1.5,100,MODEL,2.56,1.5,1.5,100,MODEL,39,196,3,8,38,WATCH,36,196,13,196,7,196,6,196,84,173,5.63,6,94,MODEL,100,196,0.5,0.5,100,MODEL,73,196,0.25,2.5,10,INTERVENE,52,0.52,1,52,REINFORCE,83,0.83,1,83,MODEL,64,1,1,100,MODEL,87,39,2.19,4.5,49,WATCH,67,36,1.14,1.5,76,MODEL,0,38,0,1,0,INTERVENE,0,38,100,38,3,38,0,1,0,INTERVENE,82,38,16,38,66,38,0.82,1,82,MODEL,38,0.38,1,38,WATCH,Data Not Available,Data Not Available,Data Not Available,42
